m,m.1,kPa,Â°C,kg m-2s-1,kW m-2
0.01,2,7000,140.28,2167,2724
0.008,0.393,2500,90.23,4784,9329
0.00801,1,17650,135.41,2000,3340
0.0126,1.83,6870,253.55,1980.6,2122
0.0078,7,17650,117.6,1502,624
0.00996,0.96,1187,39.9,173,1055
0.008,1.57,12750,79.63,1601,2504
0.0082,5.37,13720,280.49,2289,575
0.00811,4,7000,186.27,5033.2,2146
0.01001,4.966,19610,263.12,4303,1607
0.00811,5,7010,186.16,998.7,664
0.00782,0.25,9800,179.5,1504,5930
0.00558,0.432,7140,208.53,1012,4040
0.00787,3,14710,281.71,1519,679
0.00932,3.048,18029.8,277.33,2054.7,1081.616
0.00796,1,6860,185.55,4000,3970
0.00394,1.04,2422,58.78,918,1791
0.011,6,12750,158.35,1012,605
0.00578,2,13720,300.99,3441,1139
0.00778,6,7160,116.01,4017,1590
0.00811,3,5000,164.07,2997.7,2158
0.0082,5.37,13720,319.89,2268,431
0.008,1.57,7850,247.16,4979,2413
0.00795,2,17650,98.01,985,1314
0.0108,5.8,13720,281.07,1483,484
0.00803,4,9800,279.86,993,462
0.0131,2.5,3472,42.63,509,1469
0.008,2.44,14700,276.51,2685,1243
0.01,1,1157,34.61,171,1005
0.00393,1.5,7100,65.43,1821.5,2160
0.008,0.79,14700,167.12,1000,2034
0.00622,0.914,6895,177.75,1667.9,3085.2
0.0141,0.991,12407,261.39,2031.3,2643.6
0.008,2.51,4900,147.53,996,1416
0.0105,1.8,13790,304.53,678,694
0.00585,4,5880,120.31,3328,1582
0.0126,4.877,7024,246.08,3822.4,1667.1
0.0093,0.61,126,74.82,162.7,983
0.008,1.57,17700,281.01,2212,1573
0.00598,4.8,6903,252.46,1117,446.3
0.01075,6,11760,279.51,2027,560
0.00801,3,9810,219.14,500,523
0.0141,1.27,11029,302.55,2031.3,1548.9
0.00993,2.08,530,87.91,730,1080
0.008,3.5,1000,112,1002,735
0.00801,3,9810,241.6,2000,1041
0.00581,1,13720,77.61,3353,5354
0.00993,3.12,1236,107.65,163,284
0.00801,3,9810,148.09,1000,983
0.01,1,14000,96.73,598,2041
0.00607,0.79,9800,237.46,2209,2537
0.0108,3,14710,321.16,1508,614
0.00801,1.002,13730,274.45,501,880
0.008,1.645,15690,336.1,2858,1069
0.0102,2.438,6893,246.34,5220.6,2334.4
0.00801,3,17650,237.71,2000,1106
0.01,4.966,16000,327.86,1619,394
0.00845,1.04,7840,246.01,1685,2384
0.00805,10.94,13720,97.7,1016,302
0.0085,1,7850,237.04,2236.1,2651
0.008,1.57,9800,198.8,3185,2572
0.00394,1.04,1206,61.23,1157,1811
0.00796,3,6860,222.95,2000,1233
0.00811,3,2010,113.28,2016,1725
0.0077,2.6,14710,301.68,4638.9,1512
0.00578,3,14710,300.05,1493,484
0.00578,2,14710,239.72,1493,940
0.01001,3,9800,209.76,1659,1338
0.008,1,9810,197.77,980,2100
0.011,6,17700,311.96,1021,287
0.008,3.49,11770,232.81,2004,909
0.008,1.75,6958,270.78,6577,2380
0.0131,1.75,3295,45.72,708,2408
0.008,0.99,13730,202.01,2014,2860
0.008,0.4,2470,39.57,4987,11284
0.0108,3,17650,137.78,498,611
0.00574,0.625,3448,83.33,5247.7,7413.3
0.008,2.23,9800,249.71,4060,1707
0.00799,1,6860,205.79,2002,2960
0.00782,0.25,7840,198.59,2991,6668
0.01,2,17650,140.38,726,1099
0.0102,4.877,6893,245.3,1328.9,776
0.01075,4,5880,219.03,2017,1279
0.008,0.97,9800,292.98,4005,1985
0.0093,1.219,134,83.3,161.4,578
0.00798,1.65,17650,279.99,3811,2488
0.008,3.49,14710,107.56,2004,1458
0.00795,3,13730,265.19,3932,1611
0.008,3.49,9810,280.9,2004,807
0.00601,1,7100,85.3,1045.2,2780
0.00585,6,17660,260.12,3305.6,707
0.00798,6,12010,223.6,502.6,238
0.0146,6,15690,331.28,2028,554
0.008,1.57,4900,169.77,3202,3326
0.008,3.49,7850,68.71,1998,1777
0.00607,0.79,12750,219.31,2199,2676
0.00578,2,13720,320.84,5050,1335
0.01,2,18000,175.65,444,698
0.0152,1.627,5041,194.29,3830,3254
0.0108,5.8,11760,300.77,1004,296
0.01,2,16000,335.33,1721,756
0.01075,6,17650,260.24,992,380
0.00801,3,9810,191.67,2000,1289
0.00581,1,13720,117.76,1499,2421
0.00795,2,7840,118.2,985,1674
0.008,1.57,12750,88.73,1601,2453
0.00607,0.792,9800,301.89,2707,1800
0.0128,0.914,6895,181.86,3742.6,5047.4
0.00781,3,17650,81.94,1033,1045
0.00803,6,13630,153.05,1999,800
0.00811,3,15990,337.61,3020.5,758
0.01001,3,9800,205.98,558,724
0.00787,6,14710,187.49,1000,414
0.00607,0.79,12750,268.25,5013,3471
0.00998,1.5,6963,111.04,495,1548
0.00581,1,9800,116.87,3353,4440
0.01001,3,3000,131.91,2053,2063
0.008,1.57,12750,254.1,1007,1052
0.00801,6,9810,76.9,1002,610
0.00993,2.08,785,99.23,215,569
0.01,2,8000,200.08,2815,2434
0.0151,4.016,6463,237.31,1490,1162
0.00998,2.5,8924,130.98,964,1488
0.00807,0.778,7840,191.38,2216,3540
0.0077,1.65,17660,288.51,3277.8,2092
0.0152,2.456,5011,264.08,2930,1702
0.0152,2.367,6463,235.51,2200,1980
0.006,0.5,596,30.71,200,1205
0.00607,0.792,14710,331.75,3187,1420
0.0126,4.877,6834,272.78,1322.2,814.9
0.008,1.57,14700,280.65,2707,1642
0.01,2,17650,136.36,775,1182
0.01,1,14000,207.29,2004,3128
0.00996,0.96,814,49.28,318,1532
0.0151,4.019,5011,191.37,1510,1541
0.0108,1,6860,199.77,1993,3255
0.0123,0.616,206,91.32,100,812.9
0.01,2,13720,193.78,1960,1971
0.0128,1.93,6895,45.91,1789.9,3438.5
0.0108,2,5880,158.51,1495,2442
0.00999,0.6,932,41.14,257,1991
0.008,0.78,7850,168.18,1608,3457
0.00993,3.12,941,137.29,862,912
0.00811,3,4990,163.92,1252.5,1303
0.00578,3,15690,220.38,3335,1423
0.00581,1,14710,116.61,5030,7105
0.008,0.393,490,31.83,5088,8815
0.01001,3,19610,348.23,1141,421
0.0134,3.658,2594,204.97,2030.1,1491.3
0.008,3.49,7850,103.83,999,1024
0.00384,0.8,12750,277.4,5015,2522
0.01,2,15690,131.06,496,868
0.0024,0.5,3100,51.19,1834,3962
0.00799,3,13730,300.88,3999,1355
0.0074,3.8,17660,253.2,5750,2046
0.0093,1.219,112,92.12,92.2,362
0.00585,6,15690,178.32,4982,1318
0.0131,2.5,1314,40.74,632,1464
0.01262,3.658,6964,270.4,5125.7,1939.1
0.0151,3.179,6453,270.35,2220,1411
0.00801,3,17650,304.78,4000,1472
0.0077,2.1,13720,301.35,1528,802
0.00778,6,7160,157.11,3962,1400
0.0077,2.6,14710,214.12,2500,1500
0.008,0.78,9800,118.06,1599,4067
0.0108,3,5880,219.03,1001,1182
0.00795,3,9810,188.72,2040,1399
0.00998,1.5,7944,89.4,730,2034
0.00776,2.08,2550,122.44,653,1172
0.01001,3,11760,221.62,1169,955
0.00802,1.57,14710,219.22,2195,1980
0.01001,3,15690,242.81,752,625
0.008,0.99,13730,282.7,2008,1800
0.0151,6,13720,178.46,508,452
0.008,0.99,9810,284.9,1007,1460
0.00585,4,14710,240.37,4982,1456
0.00607,1,4021,57,1165,3444
0.00996,0.96,2373,123.01,1367,3963
0.00811,3.66,2010,113.05,754.7,782
0.008,2.44,17700,249.96,2690,1664
0.00585,5,19610,280.86,3359,789
0.00805,1,15690,280.71,3319,2756
0.0131,2,3168,34.59,404,1452
0.008,1.57,12750,178.49,2690,2714
0.0074,3.8,17650,317.11,4496,1174
0.00999,0.6,2462,53.51,402,3369
0.00607,0.792,14710,214.12,2707,3200
0.00795,2,9800,197.9,2804,2035
0.0082,5.37,14710,279.75,1500,453
0.00811,5,10000,301.18,2010.6,425
0.01,2,7000,280.97,5959,2302
0.01001,3,16000,244.36,754,626
0.01,1,13720,120.61,1419,3463
0.00581,1,7840,139.9,3353,4057
0.00622,0.91,10343,216.45,2658,3139
0.00394,2.08,2481,59.71,1000,1014
0.00805,10.94,17650,137.3,1016,285
0.00585,5,6860,199.77,4982,1257
0.0104,3.8,17660,119.85,675,744
0.00578,3,17650,137.3,4997,2744
0.00776,3.12,2854,141.31,710,836
0.01,1,9800,120.43,1645,4017
0.00998,1,7944,96.32,1138,3304
0.00558,1.727,7100,251.67,3845,2000
0.00781,3,17750,297.63,4020,1625
0.01075,6,15690,339.68,2014,348
0.01,2,15690,144.76,1946,2430
0.01,4.966,15690,326.47,566,220
0.00805,1,17650,301.67,2014,1732
0.00998,1.5,6963,105.81,1547,2964
0.00384,0.8,7850,246.11,4991,3052
0.008,0.79,14700,261.33,995,1454
0.00998,2.5,6963,81.73,459,995
0.008,0.78,7850,79.73,1599,4362
0.008,2.44,14700,146.8,1023,1019
0.008,0.5,397,60.48,200,1292
0.011,6,12750,229.6,2085,753
0.00795,2,9800,118.06,985,1488
0.0129,0.96,1353,84.24,413,2439
0.0108,3,14710,280.73,498,418
0.00993,3.12,2599,127.32,478,786
0.0077,2.6,14710,301.68,2200,756
0.0113,1.829,6895,270.87,680.7,1309.2
0.00803,4,17650,322.14,3324,902
0.00803,4,17650,322.14,2008,534
0.00801,3,6860,254.26,4000,1627
0.0128,1.93,5171,182.75,1329,2429
0.00811,2,6990,276.48,4997.9,2149
0.00799,3,13730,274.45,1007,555
0.008,0.79,7850,186.27,995,2644
0.01,2,14000,205.5,2234,2097
0.0095,1.84,15169,285.56,2686.5,1583.81
0.00607,0.79,14700,323.15,4975,2279
0.00578,3,15690,219.28,1493,689
0.00803,3,17550,122.33,1993,1698
0.01,4.966,16000,247.77,452,271
0.0128,1.93,7030,118.95,1257,2543
0.01,2,17650,150.03,1695,2152
0.008,0.78,9800,172.38,1599,3273
0.0104,3.8,17660,200.75,1013.9,689
0.00787,6,14710,322.11,1000,195
0.0108,1,15690,220.38,2757,4203
0.00622,0.914,7030,185.03,2861,3900
0.008,3.49,9810,190.77,2004,1183
0.00801,1,17650,135.41,500,1250
0.00795,2,17650,178,2787,2546
0.011,6,12750,290.66,2164,566
0.008,1,14727,269.06,1784.1,1944.9
0.00558,1.727,7490,255.91,3845,2020
0.0126,3.66,6870,245.67,1394.4,1140
0.00799,3,13730,265.19,2008,907
0.00805,2,15690,321.57,999,572
0.008,1.57,4900,229.3,4902,3060
0.00953,1.727,6964,247.73,2020.4,2027.8
0.01,1,15690,187.05,810,1948
0.01,2.5,1167,41.72,222,530
0.01001,3,10000,287.22,4638,1479
0.007,0.98,9930,288.14,3451,2334
0.0068,1.2,5880,230.29,3856,2919
0.01077,0.864,6930,250.06,1040,2830
0.00578,2,17650,218.17,5082,3001
0.008,0.78,2940,196.03,1623,3909
0.00578,3,7840,199.49,4976,2058
0.01,1,2059,51.71,277,1531
0.008,1.57,7850,234.05,1595,1889
0.01,2,17650,135.89,948,1375
0.00803,4,9800,299.79,2008,534
0.01,4.966,15690,246.86,4262,1632
0.00787,6,14710,300.05,1000,231
0.006,0.68,101.3,29.9,118.4,528
0.01,2,16000,192.33,637,889
0.00811,5,7020,186.96,4004,1514
0.0128,0.914,7030,243.22,3756,3378
0.00805,10.94,13720,239.7,2030,317
0.01,2,3089,118.63,994,2011
0.00935,2.007,6960,208.27,1174,1830
0.00932,3.048,7101.6,274.98,957.5,841.712
0.00932,3.048,6929.2,224.56,2062.8,1459.599
0.00781,3,9900,176.59,4003,2096
0.00607,0.79,14700,212.03,1604,2193
0.008,1.645,15690,275.16,1117,907
0.00803,3,6860,68.98,1005,1369
0.00795,2,5880,200.02,985,1465
0.00558,2.007,7030,254.83,4050,1850
0.0051,2.6,9810,203.39,5305.5,1790
0.01,2,1079,53.82,2330,3257
0.01,4.966,17650,255.64,779,373
0.00805,2,9810,299.87,2805.6,1258
0.01,1,12000,96.5,445,1898
0.01,1,10000,140.61,2322,4431
0.01075,4,6860,240.1,499,552
0.008,1.57,2940,194.02,2723,3000
0.00578,3,7840,117.73,3335,1929
0.0077,2.6,11760,308.76,1999,744
0.00777,3.12,1048,128.51,1380,861
0.006,0.5,109,31.18,149,790
0.00935,1.359,7030,281.26,4050,2380
0.0129,0.96,2432,64.76,292,2017
0.0126,4.877,8401,215.17,945.6,821.1
0.00617,4.547,6895,254.63,4027.3,1061.2
0.01001,3,14000,231.14,977,777
0.01,1.25,3040,125.19,1491,3508
0.00787,6,14710,219.22,3010,898
0.01,1,8000,86.93,1463,4118
0.008,0.78,7850,190.36,1608,3226
0.00781,3,17650,299.63,2007,833
0.0108,3,7850,159.85,497.2,857
0.00996,0.96,2226,109.47,1017,3483
0.008,1.57,7850,184.23,2718,2630
0.008,1.57,12750,270.26,4038,2257
0.00778,6,14120,186.61,4072,1290
0.00799,3,13730,132.79,996,914
0.01,2,10000,203.87,1638,1878
0.008,0.5,699,83.86,202,1421
0.0095,1.84,13790,91.11,669.6,1274.62
0.008,1,714,58.98,100,452
0.0108,3,17650,301.67,2002,996
0.01,2,16000,124.68,230,488
0.01,1,13720,94.15,464,1750
0.01001,3,12000,300.77,1891,813
0.01,4.966,14000,315.93,3883,894
0.01001,3,14000,243.84,3659,1975
0.008,0.78,4900,159.62,3206,4645
0.008,1.6,14700,321.25,3994,1633
0.01,2,14000,122.94,2586,3244
0.008,5.03,12750,248.87,2715,768
0.008,1.75,7028,225.95,3941,2448
0.00803,3,17650,301.67,2809,1116
0.008,1.57,17700,317.15,2690,1467
0.00935,2.007,7000,207.84,1012,1670
0.01,1,8000,98.62,2011,4592
0.0131,1.5,3138,29.67,293,1490
0.0131,2.25,3383,55.56,980,2504
0.0074,3.8,17650,254.17,6027,2058
0.00581,1,6860,119.03,1499,3066
0.00803,6,6860,222.95,2004,720
0.008,1.6,14700,219.36,3218,2664
0.00585,4,9800,78.47,1499,908
0.00775,1.008,6860,209.79,4000,3330
0.00999,0.6,3168,97.22,932,4877
0.00798,6,5010,164.67,1003.7,600
0.0141,1.524,12476,283.8,1623.1,1530
0.00998,1.5,4021,98.55,1125,2882
0.01075,4,13720,78.57,1010,1001
0.0095,1.84,15169,257.78,2651.4,1943.48
0.00999,0.6,2883,96.13,923,4808
0.0151,3.179,6482,238.45,3000,1661
0.00805,10.94,6860,241.1,1008,283
0.00578,3,19610,116.51,3335,2061
0.01,0.5,506,73,99,1028
0.01001,3,16000,321.56,1078,470
0.01,1.25,1147,36.83,102,512
0.01075,6,13720,320.84,1537,358
0.008,0.78,2940,169.96,1617,4251
0.0128,0.914,6895,237.95,1423.8,2817.1
0.00801,3,13730,125.69,500,572
0.00811,4,18020,256.03,2515.6,1069
0.00811,4,18010,256.57,6001.4,2331
0.00998,3,6963,96.05,982,1495
0.01,1,14000,215.54,1962,2932
0.01262,3.658,6757,242.13,1356,1152.4
0.008,0.393,490,31.83,4753,8369
0.008,2.54,7850,247.99,1606,1160
0.00801,1,9810,181.66,500,1420
0.01075,6,5880,200.02,1534,828
0.0077,2.6,11790,211.05,3777.8,1932
0.00799,3,9810,234.56,4004,1633
0.0051,2.6,17650,301.67,2027,686
0.0108,3,15690,260.3,498,448
0.00578,3,5880,139.39,3335,1902
0.00578,2,7840,119.86,4997,3180
0.00585,4,13720,138.83,1499,723
0.00787,6,14710,197.73,1000,402
0.0128,1.93,10343,214.68,1356,1858
0.008,1.57,9800,188.63,1601,2023
0.008,3.49,14710,177.39,2004,1163
0.00781,3,17750,196.62,1984,1348
0.01,4.966,7000,264.03,3692,1198
0.0141,1.524,11063,301.75,2712,1507.9
0.0141,1.524,12407,311.81,1012.9,1028.4
0.01,2,8000,197.84,2446,2345
0.008,3.49,9810,94.83,2004,1551
0.01,2,11760,114,1454,2077
0.01,2,12000,127.66,1759,2343
0.00801,3,13730,307.96,1009,453
0.0131,1.5,2412,47.77,817,3047
0.008,1.57,17700,244.85,501,622
0.00581,1,17650,301.67,3353,2223
0.00798,6,14000,236.34,750.6,286
0.00581,1,13720,137.89,3353,4460
0.0093,1.829,205,82.59,299.7,665
0.00801,3,9810,133.06,2000,1566
0.008,1.65,17650,269.52,1487,1186
0.008,0.78,12750,300.75,1005,1288
0.0082,5.34,15690,270.54,2283,657
0.0093,1.829,122,70.06,119.3,328
0.00999,0.6,1491,51.59,443,3390
0.00585,4,11760,118.04,4992,1942
0.008,1.57,12750,290.66,4038,1884
0.01075,6,19610,259.99,995,402
0.00578,2,17650,240.74,5082,2726
0.00622,0.91,6895,240.28,5261,3713
0.008,0.393,1010,90.39,4888,7661
0.016,6,14700,292,1001,459
0.00998,2.5,6963,122.41,1406,2014
0.00776,2.08,3491,99.14,603,1153
0.00607,0.792,9800,198.8,2698,3280
0.0108,1,13730,160.26,1513.9,3261
0.0102,2.438,6893,204.84,5627.4,2817.1
0.0131,1.5,1177,37.34,542,2085
0.00787,6,14710,321.16,1508,276
0.01075,5,9800,219.26,1010,629
0.0134,3.658,5161,243.13,2051.7,1483.1
0.0104,3.8,15690,261.33,1511,721
0.006,0.8,806,27.55,100,405
0.0108,2,5880,260.28,1996,1907
0.011,6,17700,270.56,1573,563
0.00778,6,17850,275.71,1012,300
0.008,1,17650,113.07,2000,3570
0.01,2,9800,141.19,1719,2277
0.0151,6,11760,279.51,1919,748
0.008,1,6860,269.13,980,2120
0.00796,3,6860,220.99,4000,1866
0.00932,3.048,13755.1,274.38,1025.3,613.473
0.0108,3,11760,239.38,2011,1221
0.01,4.966,14000,315.6,1226,361
0.008,1.765,307,65.35,101,236
0.0128,1.93,10343,236.03,1206.8,1697.2
0.00792,0.5,7840,179.32,1495,4396
0.0095,1.84,11032,286.67,676.4,813.99
0.00778,6,17550,315,1995,400
0.00585,5,6860,159.37,1499,645
0.00581,1,9800,177.44,1499,2313
0.01001,3,14000,313.43,3177,1063
0.0108,1,9810,239.05,2002.8,2602
0.00384,0.799,9800,209.09,5013,3561
0.00384,0.799,9800,258.8,5013,2710
0.00578,2,15690,220.38,3441,1950
0.01262,3.658,7033,243.67,5261.3,1995
0.00998,1,6963,97.24,1521,3844
0.008,3.49,7850,263.15,1000,634
0.00801,1,9810,239.47,4000,2960
0.0104,3.8,19610,223.97,1014,686
0.012,1.44,294,26,300,1210
0.00384,0.8,12750,303.77,4008,1816
0.008,1.57,9800,220.14,3169,2324
0.01001,3,16000,245.64,1262,843
0.01001,3,15690,320.6,3389,1239
0.00805,1,11760,280.67,1005,1418
0.00607,1,1128,55.9,646,1772
0.0131,1.75,2314,45.61,779,2457
0.00998,2,4021,152.47,2621,2972
0.008,1.8,3005,132.24,3013,3226
0.00998,2.5,6963,157.81,533,996
0.0079,0.895,11760,262.78,1440,1872
0.01001,3,5000,165.68,3799,2761
0.00784,1.645,19620,348.55,1861.1,756
0.00607,0.79,14700,255.11,2699,2670
0.0108,1,6860,140.24,1523,3570
0.01001,3,11760,302.71,636,444
0.0141,0.991,12407,272.7,1617.7,2160.9
0.01001,3,13720,236.78,364,381
0.00785,3,17650,172.91,1080,853
0.01,4.966,5000,242.29,4672,1501
0.00811,4,6990,185.48,752.6,700
0.00795,2,13720,197.86,1495,1349
0.00801,3,13730,119.76,1000,935
0.008,1.57,9800,299.79,4979,1601
0.00581,1,13720,280.49,1499,1276
0.0078,6,9810,133.06,1006,500
0.00796,1,13730,218.31,4000,4400
0.01,1.5,2834,42.28,123,520
0.00932,3.048,18029.8,276.63,1028,591.09
0.01105,1,5880,260.28,962,2546
0.0131,3,1952,56.91,1171,1970
0.01,1.25,3197,72.76,469,2010
0.008,0.78,7850,246.11,4004,3217
0.00805,10.94,17650,239.6,2036,377
0.008,1.57,4900,214.11,2690,2719
0.00811,4,18010,346.36,1247,276
0.008,1.57,9800,299.79,3180,1437
0.0131,1.5,3481,37.05,429,2059
0.00776,3.12,559,121.98,300,366
0.00581,1,13720,280.49,5030,3008
0.00578,2,9800,118.06,3441,2523
0.0151,6,13720,300.99,1547,539
0.0078,1.65,9810,256.22,4583.3,2270
0.008,1,17650,263.36,1997,2210
0.008,1,397,60.95,151,582
0.008,1.57,17700,285.14,979,827
0.00617,5.512,6895,259.92,3959.5,882
0.0141,1.524,11063,263.04,1015.6,1608.8
0.0131,2.5,2824,40.63,514,1441
0.0108,3,11760,319.02,1514,666
0.00999,0.6,1795,40.89,232,2013
0.00811,3,18000,256.27,751,523
0.00585,5,13720,117.76,5054,1756
0.0134,3.658,17906,311.97,2008.7,1053.1
0.008,1.57,4900,220.23,3185,2820
0.01,4.966,15690,246.86,464,287
0.00998,1.5,4021,91.65,678,2112
0.00999,0.6,1304,52.58,453,3390
0.00799,3,9810,153.23,1001,949
0.00787,3,14710,178.31,3010,1829
0.008,1.57,7850,199.6,3239,2697
0.0131,3,3383,46.46,376,964
0.0104,3.8,19610,319.46,2943,1035
0.01105,1,9800,197.9,962,2205
0.00581,1,9800,259.82,1499,1744
0.00801,3,17650,342.79,4000,1118
0.0104,3.8,9810,204.51,1686.1,1105
0.0134,3.658,5092,223.7,2037,1611.1
0.008,0.78,2940,138.65,1722,4604
0.015,5.372,6750,230.03,674,718
0.00953,1.727,6964,198.27,4190,2992.5
0.00799,3,13730,173.25,1001,810
0.00795,2,9800,159.19,985,1372
0.0108,3,17650,178,995,933
0.00798,6,10010,211.1,1004.9,416
0.01,2,7000,278.5,794,1173
0.00607,0.79,14700,240.71,1604,1961
0.01,1,13720,196.27,1313,2394
0.012,1.2,294,60,300,1320
0.01,1,12000,127.89,913,2698
0.00785,1,7100,78.36,2225.3,4443
0.01,2,12000,232.87,4102,2796
0.00776,2.08,1393,138.15,952,1206
0.00578,3,5880,260.28,3335,1164
0.00792,1.65,11790,302.58,4055.6,1480
0.0131,2.5,2481,50.37,838,2024
0.011,6,12750,270.26,2179,616
0.0129,0.96,1226,83.5,430,2424
0.00578,3,19610,218.64,1493,743
0.0141,1.524,11063,263.04,1015.6,1596.2
0.0131,1.75,2305,31.97,342,1462
0.008,0.79,2940,128.79,989,3571
0.00811,4,18010,256.57,753.4,381
0.00798,6,11990,314.2,5037.6,901
0.008,2.23,12750,199,1620,1314
0.00598,3.203,6945,272.16,1121,613.7
0.012,1,121,84.36,97,492
0.0108,3,9800,299.79,1993,936
0.00998,1.5,8924,95.86,294,1042
0.00811,5,7000,275.81,750.8,437
0.01075,6,11760,157.36,1528,823
0.00585,4,9800,260.84,1499,487
0.00578,3,7840,240.96,3335,1202
0.01001,3,12000,220.44,662,680
0.00803,6,6860,271.29,990,430
0.01,2,17650,101.13,361,714
0.01,2,12000,119.36,1243,1935
0.00585,6,6860,200.88,3359,868
0.00932,3.048,11273,279.06,1033.4,644.682
0.0095,1.84,13790,202.78,349.7,643.62
0.00922,3.658,6612,246.81,4068,1584.9
0.008,1,13730,317.87,2018,1340
0.00811,5,12000,314.27,4010.4,758
0.00394,2.08,941,58.8,882,783
0.01075,6,17650,321.15,499,172
0.01,4.966,17650,255.64,4662,1813
0.00589,0.4,7840,73.63,1632,5780
0.01001,3,7000,186.95,527,844
0.008,1.57,14700,321.25,1601,817
0.00796,1,9810,284.9,2000,1740
0.00803,6,13530,214.14,1999,640
0.00998,3.5,8924,98.72,712,967
0.00998,1,4021,113.73,279,1469
0.00585,5,19610,198.14,1499,493
0.008,3.49,12750,184.68,998,706
0.01,1,10000,129.07,940,2787
0.00795,2,11760,157.82,2004,1930
0.015,4.686,4220,242.62,271,361
0.00801,3,9810,289.94,500,417
0.00998,3,4021,98.07,1023,1494
0.00993,2.08,481,79.63,729,1075
0.00607,1,1147,57.89,1531,3249
0.00581,1,7840,240.12,1499,2114
0.0082,5.34,19610,259.99,1010,372
0.00393,1.5,7100,59.92,2550.3,2612
0.008,3,6860,168.38,500,664
0.00803,6,13730,87.54,1999,940
0.00799,3,9810,193.71,1001,867
0.00585,4,17650,117.13,4951,2324
0.0108,2,5880,260.28,1001,1465
0.01262,3.658,6819,234.34,2684.9,1646.4
0.008,0.78,14700,219.36,1603,2373
0.00803,6,18040,211.83,1002,400
0.008,0.78,7850,109.77,1594,3999
0.00811,4,3000,134.25,1247.4,986
0.0082,5.34,9800,269.88,1010,412
0.0078,6,13730,283.67,2007,430
0.0094,3.658,6964,184.72,2915.4,1679.2
0.00996,0.96,618,60.65,493,1948
0.00622,0.914,10343,171.48,2806.9,3880.2
0.008,1,6860,195.73,2007,3220
0.01001,3,16000,242.86,1949,1179
0.00607,0.79,12750,221.51,2708,3087
0.00394,2.08,3256,49.99,915,991
0.008,1.57,14700,197.87,3180,2962
0.00801,1,17650,274.79,500,800
0.0128,0.914,10343,199.74,1383.1,2911.7
0.00998,2,6472,164.39,1214,1967
0.01,4.966,11760,305.85,941,314
0.0134,3.658,1746,187.3,2050.6,1431.4
0.01146,1.727,7070,278.62,4050,2200
0.00578,2,17650,136.36,1493,1322
0.01,1.5,3197,125.02,992,2509
0.01001,3,15690,240.88,1003,735
0.01,1,16000,101.8,496,1792
0.0093,2.438,119,69.33,119.3,244
0.00781,3,13930,200.83,3910,2070
0.00801,6,9810,174.55,498,300
0.00811,2,18000,256.9,1507.1,1140
0.0131,2.75,1245,43.15,776,1464
0.008,3.49,12750,111.89,2004,1386
0.00795,2,7840,138.96,985,1593
0.00811,4,12020,223.69,2499.2,1023
0.00776,2.08,1108,126.59,1029,1208
0.008,0.78,4900,193.88,3972,4147
0.00932,3.048,13893,274.59,2049.3,913.274
0.00998,1.5,6865,211.39,2442,2475
0.01,2,7000,221.04,1503,1901
0.011,6,9800,259.82,1000,418
0.008,1.57,14700,240.71,1601,1429
0.01262,5.563,6998,233.97,5302,1916.7
0.01,0.35,1590,19,1604.3,7420
0.00805,1,17650,260.24,1507,1767
0.00781,3,9900,298.82,4026,1193
0.0126,4.877,6670,242.01,1322.2,933.1
0.0129,0.96,2265,96.68,528,2886
0.008,1,17650,171.99,502,1170
0.0128,1.93,7030,144.85,2739,3247
0.01075,4,15690,157.89,1010,795
0.0077,2.6,14710,280.73,4999,1907
0.0126,3.66,6870,250.25,1355.6,1130
0.011,6,9800,259.82,2705,852
0.00585,6,6860,159.37,5003,1281
0.0128,0.914,7030,231.54,1952,2975
0.01146,1.727,7030,210.61,998,2150
0.00998,3.5,8826,125.93,1483,1480
0.01,2.5,785,103.26,740,1051
0.01046,1.803,13790,301.39,1357.4,946.5
0.00585,4,13720,56.22,3308,1772
0.00617,1.829,6895,243.64,4122.2,2228.1
0.00801,3,17650,325.23,4000,1310
0.00998,2.5,6963,86.03,1230,2008
0.0104,3.8,17660,249.6,2888.9,1465
0.00801,3,13730,190.68,1009,759
0.00782,0.25,14710,177.39,1990,6383
0.00781,3,13630,298.88,1955,681
0.00998,1,6963,128.54,550,2340
0.008,1.57,9800,120.9,2223,2935
0.008,0.78,7850,230.83,3885,3630
0.01,1,13720,196.27,2105,3392
0.008,1.57,17700,328.28,2696,1323
0.00778,6,9900,234.32,1033,380
0.008,3.49,12750,230.69,2004,914
0.00999,0.6,3197,95.89,879,4801
0.01262,2.743,6964,212.74,2047.6,1988
0.0108,3,15690,301.41,498,373
0.00805,2,9810,260.11,2805.6,1535
0.00803,4,17650,280.98,3341,1174
0.0151,2.365,4962,252.06,3850,2276
0.00607,0.79,14700,296.11,3179,2166
0.00993,2.08,1706,141.52,212,544
0.00585,4,13720,238.72,1499,515
0.01001,3,18000,255.43,2396,1454
0.0134,3.658,18740,314.61,2041.9,1062.5
0.0151,6,14710,280.73,519,343
0.00384,0.799,7840,175.2,5013,4140
0.00801,1,17650,290.36,2000,1590
0.01,1.25,3325,37.19,102,510
0.00585,5,17650,280.98,5003,1128
0.01,2.25,2442,94.34,755,1494
0.00795,3,9810,280.9,4034,1299
0.01075,4,11760,318.55,2020,564
0.008,5.03,14700,188.54,1603,678
0.01046,1.803,13790,231.39,678.7,946.5
