m.1,kPa,kg m-2s-1,Â°C,m,kW m-2
1.2,294,100,108,0.012,560
1.25,775,102,35.91,0.01,508
1,2059,789,50.75,0.01,3339
3,17650,872,251.64,0.01001,625
2,17650,1095,157.77,0.0108,1465
2.44,17700,3191,318.17,0.008,1282
3.49,17660,2004,224.25,0.008,1082
3.49,9810,2004,284.9,0.008,764
1,8000,2092,99.81,0.01,4746
1.829,10343,1350.6,229.56,0.0113,1653
2.5,6963,551,171.44,0.00998,996
3,9800,1493,37.4,0.00578,1268
1.57,9800,3169,229.29,0.008,2228
2,11760,2229,130.12,0.01,2714
6,11760,1024,259.3,0.0151,564
1.65,9800,4640,254.69,0.0078,2209
0.6,2687,999,100.2,0.00999,4919
6,9800,3359,138.13,0.00585,992
2,12000,3108,228.75,0.01,2328
1,11760,1277,122.07,0.01,3173
4,16000,2020.7,336.72,0.00811,417
1,14710,3353,158.13,0.00581,4274
3,15690,4882,322.06,0.01001,1691
4.966,13720,3014,231.59,0.01,1143
1,2324,274,49.93,0.01,1531
0.78,4900,1611,120.52,0.008,4257
0.6,1706,755,85.53,0.00999,4294
1.359,7070,1012,209.07,0.00935,2300
0.99,17650,1007,160.81,0.008,1840
2,13720,658,192.64,0.01,985
0.75,996,1003,154.93,0.008,3249
3.178,5011,3910,187.62,0.0151,2441
2,3364,344,58.31,0.01,995
2.44,12750,1579,201.93,0.008,1165
1.359,7060,1012,159.88,0.00558,1990
1,3040,828,61.46,0.00785,3104
6,6860,1499,139.53,0.00585,607
5.34,9800,1500,299.79,0.0082,381
1,17650,2000,120.22,0.00801,3520
0.96,1000,1275,113.42,0.00996,3467
1,9810,1513.9,260.11,0.0108,2236
1.04,2560,732,53.41,0.00394,1524
1,17650,1499,240.74,0.00581,1629
6,17650,1531,300.56,0.01075,465
4.966,12000,549,303.94,0.01,249
2.5,3128,872,107.1,0.01,1499
3,12000,468,220.22,0.01001,535
5.03,12750,2709,287.64,0.008,613
3.164,4982,1090,262.09,0.0151,1268
1.25,3579,464,74.78,0.01,2001
3.048,11066.1,4063.3,218.82,0.00932,1898.424
10.94,17650,1016,301.6,0.00805,151
3.658,18506,2029.4,334.59,0.0134,892.3
1,9810,1969,222.21,0.00809,2520
0.79,12750,3189,281.5,0.00607,2146
1.84,5516,2667.6,203.33,0.0095,2672.29
1.57,9800,2718,249.71,0.008,1915
3,17650,1998,239.66,0.00803,1168
2,15690,1452,302.32,0.00805,801
2,13720,464,97.74,0.01,996
6,14020,3996,77.51,0.00778,1700
5,3010,2011.6,133.28,0.00811,1056
0.6,1549,435,49.71,0.00999,3384
1.65,17660,1661.1,246.62,0.0077,1395
4.018,4992,1090,246.87,0.0151,1084
3,3010,1504,223.78,0.00811,1059
5,12000,1998,223.95,0.00811,765
4,5000,751.3,163.84,0.00811,745
2,3020,1516,224.18,0.00811,1507
1.524,11029,1015.6,302.55,0.0141,1306
3,9800,986,259.82,0.0108,837
1.93,6895,1912,248.44,0.0128,2022.1
6,15690,1089,239.81,0.0146,581
5.34,11760,1010,137.2,0.0082,578
6,17650,501,314.02,0.00801,130
0.666,5880,2383,60.73,0.00876,6701
2,13720,1095,179.38,0.0108,1418
3.658,6935,2037.3,283.34,0.0134,1194.9
1.57,14700,1601,301.07,0.008,971
1,13730,2013,255.1,0.00799,2190
1.25,1275,105,37.36,0.01,511
3.658,3436,2047.2,201.27,0.0134,1705.7
3,9610,1067,97.08,0.00781,1191
5,7000,3026,275.62,0.00811,814
1,13720,962,259.16,0.01105,1587
2.08,3687,393,98.67,0.00993,1065
0.393,2520,4762,92.84,0.008,9167
3,9810,4024,173.4,0.00801,2154
2.23,9800,4071,183.62,0.008,2534
3,9810,501,141.06,0.00801,601
1.57,12750,3180,219.31,0.008,2590
1,3040,1330,61.7,0.00607,3511
1,11760,3353,199.13,0.00581,3284
1.93,10343,1370,280.56,0.0128,1404
0.6,107,100,62.46,0.008,593
1.55,7850,3960,247.99,0.00384,1697
2.54,12750,4000,282.47,0.008,1407
4,13720,1509,300.99,0.00803,479
2.25,2805,1310,137.46,0.01,2008
6,19610,499,261.04,0.01075,231
3,6963,1509,179.46,0.00998,1512
4,14010,2010.8,326.25,0.00811,488
2,16010,1000.1,247.43,0.00811,879
6,6860,2001,245.15,0.0078,600
3,6860,2008,217.93,0.00799,1341
0.91,10343,2590,85.88,0.00622,4672
1.524,11097,981.7,302.53,0.0141,1271.3
3.8,14710,2238.9,173.23,0.0104,1465
0.96,1275,404,59.85,0.00996,1931
1,17650,4000,192.47,0.00801,5000
1,16000,868,107.54,0.01,2733
4.966,17650,1553,338.06,0.01,388
1.57,2940,1012,95.67,0.008,2276
6,17650,1540,260.87,0.01075,576
1,9800,1005,258.8,0.00805,1767
4,12000,4017.8,314.92,0.00811,881
2,11760,1493,239.81,0.00578,986
3.8,17650,3443,273.78,0.0074,1174
3.658,13779,2035.8,329.23,0.0134,630.6
2.5,6963,788,121.46,0.00998,1479
2.44,9800,4005,271.87,0.008,1451
2.6,14710,3001,244.85,0.0077,1488
2,9800,1495,138.13,0.00795,1791
3,7010,6005.1,187.07,0.00811,2533
3,14000,2545,237.2,0.01001,1437
2,1079,795,47.12,0.01,1509
6,9800,2778,259.82,0.0082,708
3,11760,1465,280.67,0.00803,689
2,15690,3441,281.89,0.00578,1460
0.96,1893,796,127.27,0.0129,3511
3,10000,6752,207.67,0.01001,3170
0.96,3040,375,79.39,0.0129,2479
2,3010,502,134.22,0.00811,1078
1.57,12750,1595,218.43,0.008,1636
4.019,4992,2270,246.83,0.0151,1463
10.94,6860,1508,78,0.00805,514
1.75,2697,1030,51.74,0.0131,2969
3.658,6893,5518.9,270.26,0.0102,1930.6
1,9800,1499,198.35,0.00581,2191
0.914,7030,990,207.07,0.0128,3054
4,15690,3346,260.3,0.00803,1221
2.08,1010,1095,126.6,0.00776,1212
0.25,7840,2991,219.88,0.00782,5928
0.5,13720,4444,178.46,0.00399,5940
0.99,13730,3994,245.84,0.008,3940
5.03,17700,1598,147.47,0.008,806
1,11760,5051,197.55,0.00581,4536
0.79,17700,2199,324.3,0.00607,1612
3,15990,3004.4,247.47,0.00811,1495
2,9800,1115,197,0.01,1582
0.78,9800,1599,139.08,0.008,3709
1,13730,4000,77.47,0.00796,7700
3.177,4992,3030,250.13,0.0151,1922
3,13720,332,236.13,0.01001,359
3,14710,1519,301.14,0.00787,597
1.15,265,401,31.58,0.0101,1335
0.8,9800,4008,277.93,0.00384,2180
2,9800,1422,139.31,0.01,2072
3,6860,4000,249.31,0.00801,1676
0.91,6895,2712,137.61,0.00622,4265
3,19620,994.4,260.31,0.0108,679
0.5,11760,4444,177.73,0.00399,5792
3.048,18029.8,3031.2,296.26,0.00932,1396.864
2.402,6984,2983.6,277.38,0.00598,1109.7
0.5,3100,914,29.14,0.0024,2252
1.57,2940,3989,189.97,0.008,3377
2.5,6963,1700,105.1,0.00998,2341
3,6860,3951,187.59,0.00781,2183
1.57,17700,3202,328.28,0.008,1535
1,13730,500,137.75,0.008,1380
6,9800,1527,259.82,0.0151,762
3.05,6870,4111.1,273.92,0.00951,1628
3,17650,2000,97.06,0.00801,1684
0.895,11760,2800,279.12,0.0079,2279
3.66,6870,2522.2,242.53,0.0126,1550
1,6860,1000,68.03,0.00801,3030
1,14000,391,100.08,0.01,1506
3.12,902,654,122.99,0.00776,575
0.79,7850,2699,204.52,0.00607,3266
3.8,17660,2369.4,335.12,0.0104,686
2,13720,1493,299.91,0.00578,701
6,9800,1576,259.82,0.011,553
1,13730,1000,296.88,0.00801,1070
6,6770,1998,250.2,0.00803,650
2.25,1667,433,69.05,0.01,1028
1,7840,1996,199.49,0.0108,3211
1.93,5171,2617,177.51,0.0128,2997
3.658,15484,1998.4,317.73,0.0134,822.9
1,13720,443,103.71,0.01,1685
1,14710,3353,240.8,0.00581,2970
1.9,9800,3320,289.86,0.0068,1465
2,17650,3335,280.98,0.00805,1860
0.96,912,181,40.65,0.00996,1051
3,16000,707,240.72,0.01001,586
3.658,12116,2027.9,298.04,0.0134,854.7
3,7840,1493,260.22,0.00578,747
1,13730,983,318.84,0.008,1050
2,13720,1001,280.49,0.0108,885
2,9800,2009,299.79,0.00805,1069
1.5,6374,781,97.55,0.00998,2161
4.8,6937,1117,211.33,0.00598,510.7
1.83,6870,1980.6,252.93,0.0126,2046
1.5,5982,277,89.35,0.00998,1032
0.792,14710,2717,264.29,0.00607,2520
3.66,16020,2503.9,337.65,0.00811,542
5.03,17700,1603,175.02,0.008,742
0.79,12750,4994,290.66,0.00607,2928
1.5,1138,527,78.3,0.01,1512
2,14000,2445,211.54,0.01,2152
1.57,12750,5001,280.53,0.008,2383
6,15690,1528,301.41,0.01075,416
6,6860,990,125.18,0.00803,630
3.66,11980,5010.3,314.46,0.00811,1217
5.34,17650,2010,239.66,0.0082,724
1,9810,1001,193.71,0.00799,2170
1,14000,980,198.51,0.01,1976
2,5880,3441,119.37,0.00578,2777
0.6,1804,877,88.24,0.00999,4516
2,1030,514,34.68,0.0131,1476
6,6860,2001,233.09,0.0078,630
0.68,101.3,459.4,30,0.006,1757
3,9810,2008,143.17,0.00799,1551
4,11980,496.1,224.22,0.00811,356
4,9800,3308,77.99,0.00585,1596
1.778,13790,1764.7,307.22,0.01054,965.43
6,12750,2688,280.53,0.011,701
2,6860,3441,260.16,0.00578,1632
5,2000,1250,113.25,0.00811,730
0.914,7030,1722,179.33,0.00622,3162
1.549,9800,3982,260.84,0.00384,1530
3.179,6463,3860,266.56,0.0151,1553
1,17650,3353,179.16,0.00581,4057
1.57,4900,2690,205.05,0.008,2835
5,13720,3359,219.33,0.00585,818
0.305,13720,3445,260.61,0.00472,4731
4.966,13720,665,234.19,0.01,387
1,3040,874,57.15,0.00785,3285
0.78,2940,1605,129.74,0.008,4493
1,2059,1700,59.61,0.00607,3835
1.5,5100,2807.2,67.05,0.00393,2825
2,1990,1501.2,201.75,0.00811,1453
0.5,408,61,58.86,0.01,576
1,5880,3353,220.12,0.00581,3098
1,15690,750,108,0.01,2326
2,11760,517,171.51,0.01,972
3,13730,4000,242.87,0.00801,1751
1.008,7160,2000,106.99,0.00775,3730
5.563,6998,2698.4,243.71,0.01262,1156.5
3.66,10000,1250.6,300.66,0.00811,498
1.97,2940,1590,217.24,0.008,1710
3.178,4992,1530,215.79,0.0151,1728
4,14010,1255.5,326.25,0.00811,345
1,6860,2012,159.37,0.008,3280
0.79,12750,3217,209.1,0.00607,3551
1,6860,1523,159.37,0.0108,3371
6,6860,1010,159.37,0.01075,729
2,9800,1493,77.99,0.00578,1707
0.96,1736,309,65.68,0.0129,1996
4.966,17650,1083,339.03,0.01,262
1.727,6964,4095.1,226.07,0.00953,2536.6
1.93,8274,2630.6,191.05,0.0128,2637.2
6,17700,1567,281.01,0.011,525
3.49,4900,999,119.58,0.008,1082
1.57,4900,2206,205.05,0.008,2598
2,11760,3441,259.3,0.00578,1389
0.914,6895,5451.1,218.33,0.00622,4164.1
4,17650,5003,322.14,0.00585,1045
1,13720,1507,320.84,0.00805,1071
1.219,198,298.3,99.32,0.0093,945
1.57,9800,3994,279.86,0.008,1748
3.66,2000,501.1,112.3,0.00811,607
4.966,19610,1681,346.31,0.01001,386
2,11760,4344,232.72,0.01,2865
2,10000,1229,134.26,0.01,1971
0.35,1350,1884.4,20.6,0.01,7260
1.5,7100,2050,65.91,0.00393,2313
2,13720,1327,178.92,0.01,1553
2,11760,846,104,0.01,1559
4.017,5001,3050,209.87,0.0151,1980
0.318,13720,5895,281.66,0.00475,5866
1,13730,1001,168.16,0.00799,2060
3.658,6964,1939.1,274.1,0.01262,1152.4
3,1746,797,45.65,0.0131,1493
3,17650,500,133.28,0.00801,518
4.966,7000,1348,181.95,0.01,937
3,13730,998,295.77,0.00801,497
5,9800,3308,239.59,0.00585,731
2,7840,3441,119.86,0.00578,2585
2,14000,2107,121.52,0.01,2779
3,10000,6582,290.75,0.01001,1978
1,13720,1242,203.5,0.01,2257
3.5,6963,664,93.91,0.00998,987
1.93,6895,5396.9,180.04,0.0128,4195.6
1,515,61,68.44,0.01,322
6,7060,1047,135.12,0.00778,640
3.8,19610,2509,295.51,0.0104,1069
1,6963,409,110.32,0.00998,1960
3.048,14030.9,4131.1,324.28,0.00932,1128.273
6,13530,1999,285.6,0.00803,440
2,7840,2821,180.24,0.00795,2360
6,13720,1429,219.33,0.0151,766
1.84,13790,2712.2,203.33,0.0095,2533.47
1,1128,1555,69.29,0.00601,3194
2.08,3697,581,98.85,0.00776,1151
3.658,15525,2035.5,319.16,0.0134,826.1
1.829,112,92.2,94.74,0.0093,256
1.57,12750,2679,239.74,0.008,2061
2,16000,911,193.93,0.01,1189
3,20000,848,345.12,0.01001,339
0.6,2481,750,87.41,0.00999,4491
0.78,14700,2233,265.44,0.008,2470
3,9810,2000,174.55,0.00801,1354
1.25,1804,354,57.68,0.01,1508
0.99,17650,3988,227.46,0.008,4730
0.5,816,250,30.24,0.006,1481
3,11760,4997,137.2,0.00578,2442
3,18000,5845,336.81,0.01001,1903
2,15690,1493,219.28,0.00578,1005
5.563,6964,5410.4,265.85,0.0094,1290.5
3,9710,1000,194.77,0.00782,882
4.966,17650,1203,257.74,0.01,508
1.8,294,300,107,0.012,856
1,7110,2013,121.09,0.00998,4294
1.25,2412,758,109.77,0.01,2511
1.57,12750,1601,189.71,0.008,1813
6,14700,2161,301.07,0.011,532
3,14710,1493,219.22,0.00578,694
1,5880,2678,178.08,0.0068,3547
2.5,1775,1559,137.96,0.01,1761
1.5,3540,973,126.08,0.01,2509
1.8,13790,678,320.67,0.0105,631
1.57,12750,1620,310.68,0.008,931
1,3040,1447,76.76,0.00601,3550
1.04,1344,204,140.86,0.00993,996
1.627,5001,2150,263.96,0.0152,819
4.966,3000,3970,134.02,0.01,2018
3.658,12054,2032.4,255.99,0.0134,1135.4
1.57,12750,3978,300.75,0.008,1700
6,14710,1000,58.15,0.00787,571
1.57,7850,3239,189.45,0.008,2787
2,17650,443,171.99,0.01,697
0.79,9800,2718,219.26,0.00607,2981
3,9810,501,112.94,0.00801,650
3,13730,500,311.06,0.00801,301
3,17550,1005,245.85,0.00803,606
0.799,7840,5013,214.83,0.00384,3461
4,11760,3297,177.73,0.00585,1138
1,9810,1981,295.96,0.00785,1620
4.017,4992,2280,205.23,0.0151,1772
3.658,6888,2603.5,248.99,0.01262,1486.1
5.03,9800,2715,229.29,0.008,890
7,17650,2772,157.77,0.0078,1012
5.03,14700,1598,294.06,0.008,417
1.57,17700,501,122.15,0.008,913
3,9800,498,239.59,0.0108,643
3,9810,2000,188.72,0.008,1399
2.08,1255,395,104.59,0.00776,760
1,9810,4014,159.29,0.00785,4990
0.96,2795,215,50.3,0.0129,1493
1.6,14700,3989,280.65,0.008,2226
0.68,101.3,47,30.3,0.006,243
3.49,9810,2004,81.92,0.008,1603
0.5,690,151,81.9,0.008,1146
0.5,7100,2181,52.72,0.003,4630
3,15690,4434,248.99,0.01001,2466
3,7060,1992,167.28,0.00803,1592
3,17750,1996,136.4,0.00781,1607
3.8,14710,2777,276.59,0.0104,1058
0.5,199,201,29.31,0.006,1032
1.57,12750,2195,280.53,0.008,1320
1.5,736,336,57.63,0.01,1040
0.4,107,100,31.84,0.008,843
3.8,9810,1488.9,104.13,0.0074,1175
2,7000,6151,194.19,0.01,3631
1.04,3138,871,58.43,0.00394,1774
3.658,6893,2820.5,225.71,0.0102,1602.5
6,10000,1032,138.97,0.00771,530
0.864,6960,3820,211.37,0.01077,4280
0.991,11029,2034,301.5,0.0141,1798.1
1.65,9810,4638.9,254.98,0.0078,2210
2.44,12750,1590,125.9,0.008,1548
3.66,6870,2588.9,260.06,0.0126,1405
0.991,11097,3369.7,297.56,0.0141,2328.1
1,14000,1484,205.72,0.01,2499
3,7840,3335,279.14,0.00578,974
2,11760,3441,157.36,0.00578,2258
0.625,13790,1315.3,72.26,0.00574,3407
3,6860,1000,73.06,0.00801,1313
0.78,17700,2700,291.34,0.008,2597
3.658,6895,2712,256.67,0.00617,965
2.511,9550,5792.7,281.95,0.00545,1631.9
1,7840,962,158.58,0.01105,2710
1,2994,2998,207.76,0.008,3494
1.57,7850,3217,218.89,0.008,2487
0.393,980,4691,85.93,0.008,7701
1.5,2383,264,51.14,0.01,1021
6,17700,1585,208.8,0.011,729
0.78,14700,1016,219.36,0.008,1812
1,2987,3015,187.51,0.008,3722
1.84,11032,337.5,203.33,0.0095,672.02
1.8,1002,1021,99.54,0.008,1556
1.84,15169,1325.7,203.33,0.0095,1454.46
6,14710,5003,301.14,0.00585,801
2,13720,1095,238.72,0.0108,1123
2,9800,985,136.96,0.00795,1430
1.77,504,150,30.29,0.006,280
2,17650,2448,150.5,0.01,2879
3,13730,2000,136.8,0.00796,1493
1,7100,2342.4,91.5,0.00601,3835
1.93,10343,1966,222.6,0.0128,2009
1.57,9800,2190,164.29,0.008,2453
1.57,14700,2206,301.07,0.008,1171
2,8434,386,90.32,0.00998,988
6,11760,1024,198.01,0.0151,752
5,9800,4982,279.86,0.00585,897
3,9810,2000,215.17,0.00801,1170
2,13720,3562,324.72,0.01,1307
0.991,12407,2034,294.57,0.0141,2078.9
3.5,3000,1004,204.77,0.008,836
1,1976,994,168.62,0.008,2593
2,5880,1439,159.9,0.00795,1953
3.05,6870,4055.6,215.85,0.00951,2115
2.511,5030,4364.4,243.11,0.00545,1553.6
1.93,10343,1369.6,279.79,0.0128,1400.6
2.6,14710,2965,313.25,0.0051,709
0.5,5100,1625,49.8,0.0024,3690
6,13720,4899,198.99,0.00585,1133
4.966,11760,3725,303.76,0.01,902
2,16000,1631,148.78,0.01,2077
2.25,2579,406,66.77,0.01,1015
0.8,107,147,64.13,0.008,607
3,19620,2002.8,299.96,0.0108,995
4.966,11760,1309,303.76,0.01,383
2.23,12750,1625,226.55,0.008,1145
2,18000,4382,345.43,0.01,1697
1.75,2344,532,81.74,0.01,1518
1.219,114,92.2,91.68,0.0093,376
3,9800,1493,118.06,0.00578,1072
2,7000,6071,256.97,0.01,2344
6,9810,501,204.06,0.00801,270
1,6860,501,115,0.008,2090
1,9800,962,219.26,0.01105,2103
1.93,6895,1912,201.96,0.0128,2397.5
2.54,17700,754,272.8,0.008,474
2,14710,3441,219.22,0.00578,1924
1.829,6998,3428,269.56,0.0113,2012.6
3.49,4900,999,92.51,0.008,1140
1,9800,570,111.88,0.01,2095
2.456,5001,2840,263.96,0.0152,1501
3.8,19620,769.4,155.46,0.0104,709
0.78,14700,2233,290.87,0.008,2075
3,13720,1822,315.51,0.01001,653
0.96,2363,936,107.64,0.00996,3480
1.65,11760,2898,271.44,0.00782,1604
3,3000,443,127.44,0.01001,788
1,1491,408,65.94,0.01,1990
2.511,9630,6440.4,259.73,0.00545,1970.8
0.78,7850,2206,170.02,0.008,3921
1,13730,2000,182.46,0.00796,3010
3.66,10020,6009.8,210.53,0.00811,2097
6,9810,1001,194.84,0.0078,410
2.365,4972,1100,216.54,0.0151,1859
3.658,12938,2049.5,282.19,0.0134,936.4
3,9810,2002,254.78,0.00799,1003
1,6860,4000,157.28,0.00801,4440
1.75,2187,553,81.61,0.01,1518
2.08,2824,279,92.73,0.00776,592
0.79,12750,1604,290.66,0.00607,1544
6,9800,1000,249.71,0.011,442
2.366,4992,1110,234.56,0.0151,1760
1.727,7030,2025,250.1,0.01146,2280
3,16000,1919,322.04,0.01001,735
4.966,14000,607,239.35,0.01,358
0.3,108,99,22.78,0.006,912
3,9900,2042,211.16,0.00781,1266
6,6860,3993,274.21,0.00803,970
4.991,6890,671,233.17,0.015,739
1,9910,3021.5,301.35,0.00811,1829
1.57,17700,1595,264.42,0.008,1303
5.34,9800,1999,187.72,0.0082,858
3,12000,2825,225.92,0.01001,1574
4.966,19610,1889,347.21,0.01001,433
3.658,7033,1952.6,265.57,0.01262,1208.2
1.04,1147,218,104.35,0.00993,1072
0.393,470,4728,63.71,0.008,7172
3,9800,3314,179.5,0.00578,1502
2,13720,1001,118.24,0.0108,1628
0.79,14700,1000,158.04,0.008,2091
2,9000,1502,289.65,0.01,1256
3.658,7045,1314.2,242.75,0.0126,1177.7
2,18000,5566,347.03,0.01,1966
2,9800,985,278.89,0.00795,902
2.08,2138,1054,59.79,0.00394,1019
3.048,6964,5708.8,179.93,0.00953,2521.5
3,9800,4944,197.9,0.00578,1910
6,13730,2001,213.21,0.0078,600
3.12,902,160,117.56,0.00993,282
0.432,7030,1890,226.58,0.00558,4090
15,13720,1986,300.9,0.00805,171
1,708,102,57.67,0.01,601
2,15690,5082,301.41,0.00578,1835
3,9800,519,290.97,0.01001,534
0.5,7100,1144,52.72,0.003,3445
1,15690,496,97.48,0.01,1792
0.914,6895,2020.4,207.08,0.00622,2605.7
3,14000,4257,243.2,0.01001,2239
1.727,6895,2020.4,215.7,0.00953,2301
0.79,2940,3966,193.12,0.008,4608
2.08,1118,406,110.02,0.00776,733
1.5,3138,263,51.48,0.01,1020
3,7060,2005,140.99,0.00803,1726
2.44,9800,2190,260.84,0.008,1236
1,9810,4000,187.59,0.00801,4280
0.914,7030,936,183.21,0.0128,3094
4,14710,4982,117.56,0.00585,2209
1.5,5100,3209.5,70.88,0.00393,3052
1.55,12750,4008,294.75,0.00384,1248
0.56,2077,2889,159.3,0.007,5262
3,9810,4000,259.7,0.00782,1492
3,13720,3689,313.52,0.01001,1218
1,304,148,28.65,0.008,612
1,14000,1222,203.92,0.01,2233
2,6960,6034.8,275.99,0.00811,2295
2,13720,5029,259.16,0.00578,2043
1,13730,2002.8,159.79,0.0108,4046
4.018,4992,2290,183.45,0.0151,1906
5,17650,5003,220.17,0.00585,1418
1.727,6964,1437.4,135.62,0.00953,2487.1
2,2207,671,87.13,0.01,1505
3,17650,2000,121.17,0.00801,1574
2,11760,985,239.38,0.00795,1004
1.5,1079,351,29.65,0.0131,1526
1,10000,972,114.86,0.01,2976
1.57,12750,1001,270.26,0.008,954
3,14710,1999,220.33,0.00787,1076
3,16000,1726,325.54,0.01001,639
1,15690,1185,123,0.01,2987
3,17650,1021,322.14,0.00803,393
1.595,7840,2706,159.04,0.00802,2820
3.49,2940,2004,201.17,0.008,1050
3,15690,1487,260.3,0.00803,746
0.96,1520,1677,129.33,0.00996,3963
2,7000,600,275.04,0.01,1048
3,18000,1384,262.53,0.01001,853
0.5,5100,2261,58.67,0.003,4987
6,10000,4010,300.48,0.00798,737
6,13730,2001,181.54,0.0078,660
2,17650,3706,301.67,0.00578,1546
1.75,1245,149,41.95,0.01,516
4.966,12000,1538,305.34,0.01,440
4.966,18000,2028,336.37,0.01,495
2,6963,579,77.19,0.00998,1503
1,13720,867,115.15,0.01,2493
1,6860,2018,219.03,0.008,3000
1,6860,4000,264.18,0.00801,2220
3,11760,2542,225.56,0.01001,1439
1,9810,500,102.94,0.00801,1700
5.03,17700,2698,310.9,0.008,669
2,15690,4994,337.05,0.01,1810
0.799,9800,3886,267.89,0.00384,2310
0.35,1730,2673.8,20.7,0.01,9800
1.93,6895,2712,203.74,0.0128,2536.3
1,7100,1581.5,74.54,0.00785,3775
2,7840,2004,118.67,0.00795,2419
3,13730,1000,310.03,0.00801,469
5,17650,5003,117.13,0.00585,1918
1.727,7000,998,251.43,0.01146,1910
1.75,1275,331,60.57,0.01,999
2,7000,753,186.27,0.00811,1309
15,13720,2783,290.8,0.00805,259
5,12010,1005.9,224.04,0.00811,455
2,1030,1617,39.94,0.01,2519
2.08,2059,215,140.23,0.00993,540
1,804,336,57.35,0.01,1519
6,14710,775,158.13,0.0151,615
1.25,1932,517,78.57,0.01,2022
4.966,18000,1083,338.51,0.01,263
3,13730,1000,129.71,0.00801,925
3,5000,394,116.32,0.01001,734
3.048,6964,2061.1,187.9,0.00953,1709.8
1,801,149,87.97,0.008,614
2.5,2030,551,40.39,0.0131,1450
5.34,15690,1500,320.6,0.0082,330
3.658,6893,1342.4,194.76,0.0102,1183
5.37,13720,1505,169.23,0.0082,690
5.03,9800,1001,193.84,0.008,542
3,6860,1996,132.01,0.00781,1782
0.243,1000,4825,89.94,0.008,8687
2,11760,3441,118.04,0.00578,2607
1.2,511,150,30.82,0.006,403
1,5880,962,200.02,0.01105,2942
5.34,17650,1505,280.98,0.0082,460
0.393,500,5022,56.06,0.008,7257
3,20000,788,266.09,0.01001,525
3.5,5001,2352,136.84,0.00998,1945
1.15,216,599,32.92,0.0101,1532
1.97,4900,2179,216.08,0.008,2031
2,15690,2009,301.41,0.00805,1066
5,15990,2014.3,336.79,0.00811,335
2,9800,2826,260.23,0.00795,1604
3,5880,1001,240.28,0.0108,1116
4,13720,2035,260.19,0.00803,712
2.44,17700,3961,313.01,0.008,1617
3.49,9810,2004,223.3,0.008,1083
0.35,1370,2673.8,19.9,0.01,8900
5.03,17700,2682,286.12,0.008,780
1,13730,2018,284.64,0.008,1770
1.5,302,100,29.14,0.006,212
3.12,1227,1231,129.25,0.00777,855
2,14000,803,113.91,0.01,1395
1.93,10343,1980,251.04,0.0128,1773
3.5,1003,1006,88.65,0.008,796
6,11760,3349,299.7,0.00585,437
6,2990,4003.9,132.88,0.00798,1378
3,12000,637,304.82,0.01001,444
6,6860,995,125.18,0.0078,590
2.5,2864,316,53.47,0.01,756
0.778,7840,1613,218.78,0.00807,3000
0.35,2190,2673.8,49.5,0.01,8820
0.96,2511,678,80.72,0.00996,3025
3,6990,1249.9,185.93,0.00811,1222
5,13720,5054,178.46,0.00585,1453
0.79,12750,1008,303.77,0.00607,1153
4.966,19610,1395,262.71,0.01001,604
3,6860,2769,260.16,0.0108,1572
1.002,13730,501,198.85,0.00801,1170
10.94,17650,1011,197.4,0.00805,230
0.5,919,200,26.87,0.006,1288
1.219,120,119.3,91.02,0.0093,488
4.966,14000,3412,318.05,0.01,759
1.778,13790,950.2,298.72,0.01054,813.99
1.75,3393,708,45.69,0.0131,2445
0.5,5880,4444,120.31,0.00399,5830
1.4,995,1026,103.97,0.008,1923
1,3040,808,55.48,0.00785,3048
2,5880,3441,221.21,0.00578,1970
3,17650,1005,80.98,0.00803,1020
1,13720,3330,280.49,0.00805,2500
5,15980,4987.7,247.6,0.00811,1635
15,13720,2766,301.8,0.00805,248
0.79,12750,2708,249.92,0.00607,2603
1.57,7850,3239,158.92,0.008,3144
1,15690,4998,281.3,0.00581,3277
3.658,17933,2048,349.44,0.0134,684.2
3,11760,3187,279.51,0.00803,1030
2.6,14710,3000,237.14,0.0051,1163
3,2501,394,44.14,0.0131,973
6,16020,5010.4,247.73,0.00798,1441
0.25,9800,3008,179.5,0.00782,7767
3,19610,1508,280.86,0.0108,887
3,5880,1493,219.03,0.00578,931
1,15690,1499,320.6,0.00581,964
2.5,2893,320,29.4,0.0131,1007
4.966,18000,1141,336.66,0.01,287
3,13730,951,150.91,0.00781,829
2.6,14710,3000,330.6,0.0077,768
0.792,7840,5002,229.87,0.00607,3700
1,14000,1704,209.98,0.01,2737
1.57,12750,4000,270.26,0.008,2213
1,11760,5019,178.19,0.00581,5034
2.007,7070,3375,278.81,0.00935,1990
5,9980,2501.4,211.93,0.00811,954
2.08,3491,600,106.74,0.00776,1153
2.08,1667,1147,56.14,0.00394,1021
0.25,14710,1990,197.73,0.00782,5930
5,14000,2009.9,237.42,0.00811,692
4.966,9800,1047,203.29,0.01,651
1,13730,1983,158.16,0.00785,3230
2,7000,2783,163.81,0.01,2775
1,299,237,52.71,0.008,733
2,18000,728,109.91,0.01,1179
1,6860,2036,241.16,0.008,2500
1,14000,1140,192.84,0.01,2283
6,18010,2518.9,257.41,0.00798,744
3,17650,2001,208.78,0.00803,1313
3.8,19620,2411.1,339.22,0.0104,721
2.54,12750,4000,302.71,0.008,1226
3,14710,1000,159.06,0.00787,824
1,17650,1007,301.67,0.0108,1124
6,14710,2993,116.61,0.00787,1236
